id,ccr_codigo,amostra,substrato,cidade,uf,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,64,65,66,67,68,69,78,79
2,UFT.2015(L)8501,JHF.BU.001.002,Fruto de Buriti,Nova Xavantina,MT,,+,+,-,-,+,+,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,-,+,+,+,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,UFT.2015(L)8503,JHF.BU.003.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,UFT.2015(L)8505,JHF.BU.003.003,Fruto de Buriti,Nova Xavantina,MT,,-+,+,-+,-+,-,+,-+,-,-,+,-,-,+,+,-+,-+,-,+,+,-,+,-,+,+,+,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,UFT.2015(L)8506,JHF.BU.003.003,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,UFT.2015(L)8507,JHF.BU.003.004,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,+,c,+,+,+,+,-,+,+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,UFT.2015(L)8509,JHF.BU.004.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,UFT.2015(L)8510,JHF.BU.004.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,UFT.2015(L)8511,JHF.BU.005.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,UFT.2015(L)8512,JHF.BU.005.001,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,UFT.2015(L)8514,JHF.BU.005.002,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,UFT.2015(L)8515,JHF.BU.006.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,UFT.2015(L)8516,JHF.BU.006.001,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,UFT.2015(L)8517,JHF.BU.006.002,Fruto de Buriti,Nova Xavantina,MT,,-c,+,+,+,+,+,+,-,-,+,-,-,+,+,-,+,-,+,+,+,+,-,+,+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,UFT.2015(L)8519,JHF.BU.007.001,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,UFT.2015(L)8521,JHF.BU.007.002,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,UFT.2015(L)8522,JHF.BU.008.001,Fruto de Buriti,Nova Xavantina,MT,,-w,+w,+,+,-+,+,-,-,+,+,+,-,+,-,d,-w,+,+,+,-,+,-,+,+,+,+,+,-,+,+,-,-,+,+w,,,-,+,+,,,,,,,,,,,,,,,,,
24,UFT.2015(L)8523,JHF.BU.008.002,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,+,+,-,-,-,-,+,-,-,+,-,-+,-+,-,+,+,-,+,-,+,+,-+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,UFT.2015(L)8524,JHF.BU.008.002,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,UFT.2015(L)8525,JHF.BU.008.002,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,UFT.2015(L)8529,JHF.BU.002.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,UFT.2015(L)8530,JHF.BU.002.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,UFT.2015(L)8531,JHF.BU.002.001,Fruto de Buriti,Nova Xavantina,MT,,+,-+,+,+,+,+,-,-c,c,-,-,+,+,c,-+,+w,-,-+,-c,-,+,-c,-c,+,+,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,UFT.2015(L)8532,JHF.BU.002.002,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,UFT.2015(L)8535,JHF.BU.002.003,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,UFT.2015(L)8536,JHF.BU.002.004,Fruto de Buriti,Nova Xavantina,MT,,+w,-,+,+,+w,+w,-,-,+w,+w,-,+w,+w,-,-,-,-,+,+,+w,-,-,+w,+w,+w,+w,-,+,+,-,-,-,-,+w,,,+w,-,-,,,,,,,,,,,,,,,,,
39,UFT.2015(L)8538,JHF.BA.005.001,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,UFT.2015(L)8539,JHF.BA.007.001,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,UFT.2015(L)8540,JHF.BA.008.001,Fruto de Buriti,Nova Xavantina,MT,,+w,-,+,+,+w,+w,-,-,+w,+w,-,+w,+w,-,-,-,-,+,+,+w,-,-,+w,+w,+w,+w,-,+,+,-,-,-,-,+w,,,+w,-,-,,,,,,,,,,,,,,,,,
42,UFT.2015(L)8541,JHF.BA.008.002,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,UFT.2015(L)8542,JHF.BA.008.003,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,UFT.2015(L)8543,JHF.PB.003.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,UFT.2015(L)8544,JHF.PB.004.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,+,+,+,-+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-+,+,+,-+,-+,+,-+,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,
46,UFT.2015(L)8545,JHF.PB.004.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,UFT.2015(L)8546,JHF.PB.004.002,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,UFT.2015(L)8547,JHF.PB.004.002,Fruto de Buriti,Nova Xavantina,MT,,-,-,-,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,UFT.2015(L)8548,JHF.PB.004.003,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,UFT.2015(L)8549,JHF.PB.004.004,Fruto de Buriti,Nova Xavantina,MT,,+,-+,-+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,+,+,+,+,-,+,+,+,+,+,-,+,+,-,-,,,,,,,,,,,,,,,,,,,,,,,,
51,UFT.2015(L)8550,JHF.PB.001.001,Fruto de Buriti,Nova Xavantina,MT,,+,+w,+,+,+w,+,-,-+,+,+,+w,-c,+,+,+w,+w,-c,+,+w,-+,+,-+,+w,-+,+,+w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,UFT.2015(L)8551,JHF.PB.001.002,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+w,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,UFT.2015(L)8553,JHF.BA.001.003,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,UFT.2015(L)8554,JHF.BA.003.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,+,c,+,-,-,-,+,-,-,+,-,-,-,-,+,+,-,+,-,+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,UFT.2015(L)8555,JHF.BA.003.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,UFT.2015(L)8557,JHF.BA.006.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,UFT.2015(L)8558,JHF.BA.001.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,UFT.2015(L)8559,JHF.BA.001.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,UFT.2015(L)8560,JHF.BA.001.002,Fruto de Buriti,Nova Xavantina,MT,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,UFT.2015(L)8561,JHF.BA.002.001,Fruto de Buriti,Nova Xavantina,MT,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-+,-,+,-+,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
63,UFT.2015(L)8562,JHF.BA.002.001,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,UFT.2015(L)8563,JHF.BA.002.002,Fruto de Buriti,Nova Xavantina,MT,,+,+w,+,+,+w,+,-,-+,+,+,+w,-c,+,+,+w,+w,-c,+,+w,-+,+,-+,+w,-+,+,+w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,UFT.2015(L)8565,JHF.BA.002.004,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,UFT.2015(L)8566,JHF.BA.003.003,Fruto de Buriti,Nova Xavantina,MT,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,UFT.2015(L)8567,JHF.BA.003.003,Fruto de Buriti,Nova Xavantina,MT,,+w,-,+,+,+w,+w,-,-,+w,+w,-,+w,+w,-,-,-,-,+,+,+w,-,-,+w,+w,+w,+w,-,+,+,-,-,-,-,+w,,,+w,-,-,,,,,,,,,,,,,,,,,
70,UFT.2015(L)8569,JHF.BA.003.003,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,UFT.2015(L)8570,JHF.BA.003.003,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,UFT.2015(L)8571,JHF.BA.003.004,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,UFT.2015(L)8572,JHF.BA.003.004,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,UFT.2015(L)8573,JHF.PB.005.001,Fruto de Buriti,Nova Xavantina,MT,,+,-c,+,+,+,+,-,-,-,+w,-,-,+,-,-,+w,-,+,+,+,+,-,+,+,d,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,UFT.2015(L)8574,JHF.PB.002.001,Fruto de Buriti,Nova Xavantina,MT,,-,-,-,-,-,-,-,-,-,-,-,-,-+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,UFT.2015(L)8576,JHF.PB.007.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,UFT.2015(L)8577,JHF.PB.007.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,UFT.2015(L)8578,JHF.PB.006.001,Fruto de Buriti,Nova Xavantina,MT,,-,-,-,-,-,-,-,-,-,-,-,-,-+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,UFT.2015(L)8579,JHF.PB.006.001,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,UFT.2015(L)8580,JHF.PB.006.002,Fruto de Buriti,Nova Xavantina,MT,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,UFT.2014(L)6555,ANA.CAN.001.001,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,+,-,-,-,-,-,+,w,+,+,+,+,+,-,+,+,-,-,-,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,+
83,UFT.2014(L)6817,ANA.CAN.001.001,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,+,+,+,+,-,+,-,-,-,-,+,-,+,+,,,+,-,+,+,-,-,-,-,-,-,+,+,+
84,UFT.2014(L)6948,ANA.CAN.001.001,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,,-,+,+,-,-,-,-,+,+,-,+,-,+,+,+,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,-,+,+,
85,UFT.2014(L)6648,ANA.CAN.001.002,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,+,+,+,-,+,-,-,-,+,+,+,-,+,,+,+,,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,+,,,-,-,+,+,+,-,+,-,-,+,+,-,-
86,UFT.2014(L)6650,ANA.CAN.001.002,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,+,-,-,+,+,-,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,,,-,-,+,+,+,-,+,+,-,+,+,+,+
87,UFT.2014(L)7799,ANA.CAN.001.002,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,+,+,-,-,+,-,,-,+,+,-,-,+,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,+,-,+,-,-,+,+,-,
88,UFT.2014(L)7943,ANA.CAN.001.002,Fruto de Buriti,Pium,TO,,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,,,,,,,,,,,,,,,
89,UFT.2014(L)7945,ANA.CAN.001.002,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,+,+,-,-,+,-,,-,+,+,-,-,+,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,,,-,-,+,+,+,-,-,-,-,+,+,-,
90,UFT.2014(L)7263,ANA.TAG.001.001,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,+,+,+,+,-,+,+,-,-,-,+,-,+,-,+,+,-,+,,,-,-,+,+,-,-,-,+,+,-,+,-,+
91,UFT.2014(L)7195,ANA.TAG.001.001,Fruto de Buriti,Taguatinga,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,+,+,-,-
92,UFT.2014(L)7389,ANA.TAQ.001.001,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,,,,-,-,-,-,,,-,-,+,+,-,,-,-,,,,,
93,UFT.2014(L)7390,ANA.TAQ.001.001,Fruto de Buriti,Palmas,TO,,-,+,-,+,+,-,-,-,-,-,-,-,+,-,,-,-,+,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,
94,UFT.2014(L)7391,ANA.TAQ.001.001,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,+,+,,
95,UFT.2014(L)7392,ANA.TAQ.001.001,Fruto de Buriti,Palmas,TO,,-,-,-,+,-,-,-,-,-,-,-,-,+,-,,-,-,+,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,
96,UFT.2014(L)7393,ANA.TAQ.001.001,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,,-,-,,w,w,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
97,UFT.2014(L)7394,ANA.TAQ.001.001,Fruto de Buriti,Palmas,TO,,+,+,+,-,+,+,+,-,-,+,-,+,+,+,+,+,-,+,+,-,w,w,+,+,-,w,+,+,,,-,-,-,,-,-,-,+,+,+,+,,,-,-,,,,,,,,,,,
98,UFT.2014(L)7802,ANA.TAQ.001.002,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,
99,UFT.2014(L)7803,ANA.TAQ.001.002,Fruto de Buriti,Palmas,TO,,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,w,-,-,,-,-,,w,+,+,+,+,-,-,-,+,-,+,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
100,UFT.2014(L)7804,ANA.TAQ.001.002,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,+,+,,,+,+,+,+,-,-,-,-,-,-,+,,
101,UFT.2014(L)6556,ANA.CAN.001.003,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,+,+,-,-,w,-,-,-,-,+,-,-,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,-,+,,
102,UFT.2014(L)6891,ANA.CAN.001.004,Fruto de Buriti,Pium,TO,,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,+,-,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,-,-,-,+,+,+,-
103,UFT.2014(L)7774,ANA.CAN.001.004,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,+,+,-,+,+,+,+,,+,+,,+,+,+,+,+,-,-,+,+,-,-,-,-,-,+,+,,,+,+,+,+,+,-,+,+,+,+,+,+,-
104,UFT.2014(L)7777,ANA.CAN.001.004,Fruto de Buriti,Pium,TO,,+,-,+,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,-,+,-,+,-,-,-,-,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,-,-
105,UFT.2014(L)7833,ANA.CAN.001.004,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
106,UFT.2014(L)7845,ANA.CAN.001.004,Fruto de Buriti,Pium,TO,,+,-,+,+,+,-,-,-,-,+,-,-,+,+,w,-,-,,+,+,+,+,+,+,-,w,+,+,+,+,-,-,-,-,,,,+,+,+,+,,,+,+,+,+,-,,+,+,,,,,
107,UFT.2014(L)7271,ANA.TAG.001.002,Fruto de Buriti,Taguatinga,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,+,+,+,+,-,+,-,-,-,-,+,-,+,-,-,+,-,+,,,-,-,+,+,-,-,-,+,+,-,+,-,+
108,UFT.2014(L)7535,ANA.TAQ.001.003,Fruto de Buriti,Palmas,TO,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,-,,-,,,,,,
109,UFT.2014(L)7536,ANA.TAQ.001.003,Fruto de Buriti,Palmas,TO,,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,w,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,+,-,+,+,,,-,-,+,+,-,-,-,-,+,+,+,+,+
110,UFT.2014(L)7537,ANA.TAQ.001.003,Fruto de Buriti,Palmas,TO,,-,+,-,+,-,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,+,,,,,,,,,,,,,,,
111,UFT.2014(L)7823,ANA.TAQ.001.004,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,+,-,+,-,+,+,+,-,+,+,+,+,+,+,+,+,-,-,-,-,-,+,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,-,+
112,UFT.2014(L)7824,ANA.TAQ.001.004,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,-,+,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,-,-
113,UFT.2014(L)7825,ANA.TAQ.001.004,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,w,+,+,+,-,-,+,+,w,-,w,,+,-,+,+,+,+,+,+,w,-,+,+,-,-,w,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
114,UFT.2014(L)7826,ANA.TAQ.001.004,Fruto de Buriti,Palmas,TO,,+,-,+,+,+,+,-,-,+,+,+,-,+,+,-,+,+,+,+,-,+,-,+,+,+,-,+,-,+,+,-,-,+,+,-,-,-,+,+,+,+,,,-,-,+,+,-,-,-,-,-,+,+,+,+
115,UFT.2014(L)7934,ANA.TAQ.001.005,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
