id,ano,codigo,ccr
699,2015,8007,UFT.2015(L)8007
700,2015,8008,UFT.2015(L)8008
701,2015,8009,UFT.2015(L)8009
702,2015,8010,UFT.2015(L)8010
703,2015,8011,UFT.2015(L)8011
704,2015,8012,UFT.2015(L)8012
705,2015,8013,UFT.2015(L)8013
706,2015,8014,UFT.2015(L)8014
707,2015,8015,UFT.2015(L)8015
708,2015,8016,UFT.2015(L)8016
709,2015,8017,UFT.2015(L)8017
710,2015,8018,UFT.2015(L)8018
711,2015,8019,UFT.2015(L)8019
712,2015,8020,UFT.2015(L)8020
713,2015,8021,UFT.2015(L)8021
714,2015,8030,UFT.2015(L)8030
715,2015,8031,UFT.2015(L)8031
716,2015,8032,UFT.2015(L)8032
717,2015,8033,UFT.2015(L)8033
718,2015,8034,UFT.2015(L)8034
719,2015,8035,UFT.2015(L)8035
720,2015,8036,UFT.2015(L)8036
721,2015,8037,UFT.2015(L)8037
722,2015,8038,UFT.2015(L)8038
723,2015,8039,UFT.2015(L)8039
724,2015,8040,UFT.2015(L)8040
725,2015,8041,UFT.2015(L)8041
726,2015,8042,UFT.2015(L)8042
727,2015,8043,UFT.2015(L)8043
728,2015,8044,UFT.2015(L)8044
729,2015,8045,UFT.2015(L)8045
730,2015,8046,UFT.2015(L)8046
731,2015,8047,UFT.2015(L)8047
732,2015,8048,UFT.2015(L)8048
733,2015,8049,UFT.2015(L)8049
734,2015,8050,UFT.2015(L)8050
735,2015,8056,UFT.2015(L)8056
736,2015,8057,UFT.2015(L)8057
737,2015,8058,UFT.2015(L)8058
738,2015,8059,UFT.2015(L)8059
739,2015,8060,UFT.2015(L)8060
740,2015,8061,UFT.2015(L)8061
741,2015,8062,UFT.2015(L)8062
742,2015,8063,UFT.2015(L)8063
743,2015,8064,UFT.2015(L)8064
744,2015,8065,UFT.2015(L)8065
745,2015,8067,UFT.2015(L)8067
746,2015,8071,UFT.2015(L)8071
747,2015,8072,UFT.2015(L)8072
748,2015,8073,UFT.2015(L)8073
749,2015,8074,UFT.2015(L)8074
750,2015,8075,UFT.2015(L)8075
751,2015,8076,UFT.2015(L)8076
752,2015,8077,UFT.2015(L)8077
753,2015,8078,UFT.2015(L)8078
754,2015,8079,UFT.2015(L)8079
755,2015,8080,UFT.2015(L)8080
756,2015,8081,UFT.2015(L)8081
757,2015,8082,UFT.2015(L)8082
758,2015,8083,UFT.2015(L)8083
759,2015,8084 (A),UFT.2015(L)8084 (A)
760,2015,8084 (B),UFT.2015(L)8084 (B)
761,2015,8085,UFT.2015(L)8085
762,2015,8086,UFT.2015(L)8086
763,2015,8087,UFT.2015(L)8087
764,2015,8088,UFT.2015(L)8088
765,2015,8089,UFT.2015(L)8089
766,2015,8090,UFT.2015(L)8090
767,2015,8091,UFT.2015(L)8091
768,2015,8092,UFT.2015(L)8092
